Titre,Localisation,Nbr_Chambres,Surface_m2,Prix_FCFA,Image
Appartement meublé t3,"Virage, Dakar",non précisé,,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/61de75c480f0c235b84cf4a8e4f28b5d/-/horizon-files-prod/ed/picture/q78wxd0x/33a39809fbc53d54445af1b4cc8469f7dcaf95a7.jpg
Appartement f4 meublé - haut standing aux mamelles,"Mamelles, Dakar",non précisé,,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eb8d5961b59eb015dbff5c9f564f3fe0/-/horizon-files-prod/ed/picture/qkr7g2wm/241603b1a3b6f711469e82afb20951582fe32cad.jpg
Chambre sdb meublee a loue pour longue duree,"Mamelles, Dakar",non précisé,,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3d6199fe3c52d68b0cd853e8a2b22b41/-/horizon-files-prod/ed/picture/q78jp57j/02f57ddfc286458faed265628ae7e588f7cc4f22.jpg
Studio meublé,"Mamelles, Dakar",1 chambre,160.0,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b8f53f760cf33dfd20bd3e28b82cbdae/-/horizon-files-prod/ed/picture/q0g767mj/2c529f2e7af10d21a368b4f4c79b1d9ad3856aab.jpg
Studio de luxe a mermoz pyrothechnie dakar,"Mermoz, Dakar",1 chambre,75.0,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/83845f7466547e4e523a1e38e2740beb/-/horizon-files-prod/ed/picture/q78jj2ee/842c299f9cbdfdb03b215cabf581a60d0af1fcd5.jpg
Appartement meublé à almadie disponible pour vos séjours,"Almadies, Dakar",2 chambre,250.0,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65c94724e08bd1ad97cafdb8245ef027/-/horizon-files-prod/ed/picture/q8vmmrqp/4c4b061f49ccdbbd5179e224c7572f775cd4d8dc.jpg
Appt meuble a liberte 6 extension,"Liberte 6 Extension, Dakar",1 chambre,120.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/151aa953a7f980bb46eb5f5f08c96362/-/horizon-files-prod/ed/picture/q78w25mg/9f43fe492804b9d6189cfd6d80a0eed8654170f1.jpg
Studio meublé à la rue carnot,"Plateau, Dakar",non précisé,,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5402d32c521c60f35567e45d21dac370/-/horizon-files-prod/ed/picture/qrz8w2jq/f085853f28c38d9baf07c82fad8181fa442429d2.jpg
Studio meublé rue carnot,"Plateau, Dakar",non précisé,,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74be5fa44f35fb053591b99c95c8fd37/-/horizon-files-prod/ed/picture/qwepxmpk/18ce8e26eef00547ba45d83505fd655f7f86c82a.jpg
2 chambres salon meublé à louer aux almadies,"Almadies, Dakar",non précisé,,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a635d3a7ec33872b1cd39fc41649e7f/-/horizon-files-prod/ed/picture/qgqwx0jm/ae267b39c4f236b50c69b0a18db52743c6860e95.jpg
Superbe appartement au point e,"Point-E, Dakar",1 chambre,70.0,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62f7f59470b47ba33971a2ee75ac3e6a/-/horizon-files-prod/ed/picture/q56wjdk6/b87ee92b15a94c7986576ccfc8d26611daba3c67.jpg
Studio meublé au cices foire – confort & tranquillité,"Sicap Foire, Dakar",1 chambre,95.0,23000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d0713c8751a77b1ecfda7ea668e4fb35/-/horizon-files-prod/ed/picture/q44504r9/a4bf09f18c93067088f18a621880c493ae444284.jpg
F4 meublé à la zone b non loin de la mairie du point e,"Point-E, Dakar",3 chambre,150.0,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4b0e1fc4356716d59c98adc56f88f3a/-/horizon-files-prod/ed/picture/qm5gqx5d/ac3aa882318b1edee989bd17e61e29395deefb11.jpg
Appt meublé f3 cpi vdn,"Liberte 6 Extension, Dakar",2 chambre,120.0,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e72993abd7aa71d61c739bed6421c587/-/horizon-files-prod/ed/picture/qenrd9j9/05d195400a8ddc12eadca5b35aa8fe6401603859.jpg
Appartement meublé à louer aux plateaux,"Plateau, Dakar",2 chambre,165.0,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7922695c2c08d67ad5982c1eb39d0b9b/-/horizon-files-prod/ed/picture/q6xqdk54/254c186f9402dccdae0b3c4551e01a516d03f343.jpg
Studio meublé à louer,"Liberte 6 Extension, Dakar",1 chambre,50.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4735fa613ef91584e2e380fba054cd0f/-/horizon-files-prod/ed/picture/qv4wv9e2/4818489f4c3ec2a5d32b93aac77a9811f59b38de.jpg
Appartement f2 dakar (suite) sacre coeur 3 vdn,"Mermoz, Dakar",2 chambre,55.0,32000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/88fa7ed1a1c6d5fb5d8aa2694963c005/-/horizon-files-prod/ed/picture/migrated/qm0kdgr/7fd8d301da77e040800a91764a68e4447ada0be4.jpg
Appartement meublé à louer au plateau 10jours minimum,"Plateau, Dakar",2 chambre,125.0,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/30f2ac3e37edd05c0f8c48148e3225bb/-/horizon-files-prod/ed/picture/qz6nw8r/bd3b39cfa4caacdf217d7b51aad11f4e059bc5bf.jpg
Studio américain dakar plateau 5jours minimum,"Plateau, Dakar",1 chambre,25.0,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec2130e3cdcff7d06ffd43dabd948bec/-/horizon-files-prod/ed/picture/qznd89n/6fbe14125b8dfb7abe1112d6cca5fc0d84e0bb62.jpg
Studio meublé à cices foire,"Sicap Foire, Dakar",non précisé,,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/56d878c24a91aaf5b3112ceee1835d56/-/horizon-files-prod/ed/picture/q7m69vn/df64f270c3e0c761dfa25388fc74e6f5659e93c2.jpg
Appartement f2 paris (suite) sacre coeur 3 vdn,"Mermoz, Dakar",2 chambre,55.0,32000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/502bf147dc70b209fa9a050c8185dab1/-/horizon-files-prod/ed/picture/migrated/qn72989/99792af77b0d2641e49190569b8aa22f142e00e5.jpg
Mini studio meuble mermoz (à partir de 10 jours de location),"Mermoz, Dakar",non précisé,,18000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/96f1471316e0c0eedc4da168359f6a82/-/horizon-files-prod/ed/picture/qwermxj0/11cd54b4cd6d8b3fb6c5ff6e5bf20413637e9b88.jpg
Appartement bien sécuriser,"Castor, Dakar",non précisé,,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb9956da5f45e615a8ed40a236034bd2/-/horizon-files-prod/ed/picture/qde998mj/01fdc3027bd32fa85dd8f9d5cff729eb4e0c639f.jpg
Beau studio f1 bien meublé à sacre coeur 3 vdn,"Mermoz, Dakar",1 chambre,30.0,22000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e969d1e21c47cda731c4156954854e71/-/horizon-files-prod/ed/picture/migrated/q7p97qg/0030fb313bc25781b053570c3624da20ed29437a.jpg
Ref_3307_gl appart ‘hôtel à louer à fann résidence,"Fann, Dakar",1 chambre,139.0,150650,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f71acf27532913309505930593f0bee6/-/horizon-files-prod/ed/picture/qgqmmxj4/3f94145ceee3bdade921b210453425d13b3679a8.jpg
Chambre et studio meublée à liberté 6,"Liberte 6 Extension, Dakar",non précisé,,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0af8347619c27c0f33c1534dd1b27fb5/-/horizon-files-prod/ed/picture/q2jkkn5q/b4e9a081486f087acaabd0793d02a86d80d5ea08.jpg
3307_gl_corniche ouest/appart-hôtel à louer à fann résidence,"Fann, Dakar",1 chambre,191.0,150650,https://i.roamcdn.net/hz/ed/listing-thumb-224w/67febdb801eb076f82590967445499f8/-/horizon-files-prod/ed/picture/q4455kq8/a616a4285f90ea1fc29593cdb506d2d73812b7a9.jpg
3307_gl appart-hôtel à louer avec vue sur mer fann residence,"Fann, Dakar",2 chambre,289.0,180125,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eb99257538c8c0655a32acd2f178fb37/-/horizon-files-prod/ed/picture/q9mkk7dp/b67ba785c9e61fdc0128f96d405178e0ed6c672f.jpg
Appartement meublés de 2 chambres à ngor almadies,"Almadies, Dakar",2 chambre,150.0,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/235b352f966e691aafad4736a3de5cb0/-/horizon-files-prod/ed/picture/qrzrrwdq/780e4527c2c38860aa1ff1c707f69f409b60fb9a.jpg
F3 sicap liberte1,"Liberte 1, Dakar",non précisé,,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0aa497b9653f2f5c08a2e6d9d51688fa/-/horizon-files-prod/ed/picture/qngpd5gm/2772c65d36f6d62b547dcddd6af92c964e864904.jpg
Studio cosy,"Almadies, Dakar",non précisé,,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4eab26cc189f37f18194fe6a2ed243b3/-/horizon-files-prod/ed/picture/q6xq7r28/ae0c8a96f0d2292b390117cf493bf89773903c3f.jpg
Appartement loft meublé avec piscine et vue sur mer,"Ngor, Dakar",non précisé,,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f69087c156742db28a8687351807d047/-/horizon-files-prod/ed/picture/qwer2r7m/87687c01d997204674543868118707ce4d59eed5.jpg
Appartement f3 meublé mariste 1,"Hann Maristes, Dakar",non précisé,,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/43e623262de5f2861955e4d003bd6ae2/-/horizon-files-prod/ed/picture/q8vmmrd4/1843472c86dbfbf00e61c58cacbd320ef83aed1a.jpg
Studio f1 mtn meublé à sacre coeur 3 vdn,"Mermoz, Dakar",1 chambre,39.0,26000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/16bcc0c0009cde73814ed357de51f331/-/horizon-files-prod/ed/picture/q22q462/d954377a84c29b6abc8bbe5773c8dbd0c584ab4c.jpg
Appartement meublé vue sur mer à louer,"Virage, Dakar",non précisé,,55000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f02e2b6968905c00d4cbc7444e263a8/-/horizon-files-prod/ed/picture/qv4exkwg/8ff82b51779df78bcb85ef18f330ae25931745c9.jpg
Belle chambre meublée ouest foire,"Ouest Foire, Dakar",2 chambre,50.0,12500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7b4189910dc48b157d3ce91c9c547c31/-/horizon-files-prod/ed/picture/qv4wq8g8/7f851bdda3c86dffd76674e76d2581bf7274c6b6.jpg
Appartement f3 à louer au ngor almadie,"Ngor, Dakar",2 chambre,80.0,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/588b1a30627ed5d11f1b56ba659a5085/-/horizon-files-prod/ed/picture/q78w4m6e/99e1226ee24fad4573da175f253f5d1b4067f1b3.jpg
"Studio meublé,","Sacré-Cœur, Dakar",1 chambre,180.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cde28c86a687dd09ba8d98f0f7651f9c/-/horizon-files-prod/ed/picture/q8vmmx66/976cc46834842de7bde0a7b23cfe9816d83ba0ca.jpg
Studio meublé à mariste,"Hann Maristes, Dakar",1 chambre,50.0,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/99ead49b7adc0af5c81cc505a5358650/-/horizon-files-prod/ed/picture/q040qne/01daba69fa35ab10ac32ce50b5ac5e0219257419.jpg
Studio 1 chambre et 1salon,"Mamelles, Dakar",2 chambre,60.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7476610d5df790c4a6a4e2e4f9ba2fb0/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q785zv9g/9e18b9334382bc476f2a9f3b7c6fbedb6d949500.jpg
Fann mermoz appartement meublé de type f3 à louer,"Mermoz, Dakar",2 chambre,150.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b919e8579d47b991ef648d758ff54c5c/-/horizon-files-prod/ed/picture/q8vm0xwz/60d8060f94993cbcfb107374a976ea5ce6b7388f.jpg
Appartement meublé chic et lumineux à sacre coeur 2,"Sacré-Cœur, Dakar",2 chambre,75.0,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/55095c0c9fdc57767252482dc038d83c/-/horizon-files-prod/ed/picture/q78w472g/6ce30a7e152f5a544172d168262a479f08215c78.jpg
Dakar plateau des appartements propres et sécurisé,"Plateau, Dakar",non précisé,,10,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a0c6801b5183f3e42019045bf296e6e9/-/horizon-files-prod/ed/picture/q0gkk5dg/90867c462bbfd2d6f9a93916bfb7dc8fcf84b1fb.jpg
Appartement meublé plateau dakar,"Plateau, Dakar",non précisé,,1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/13d53a0efa988303964a83863f2502b5/-/horizon-files-prod/ed/picture/q2jkk58v/36ba5540a72451df590afe7d0f1ebe8523a29e07.jpg
Mini studio liberté 6 brt,"Liberte 6, Dakar",1 chambre,70.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/55a776dad7ad95863de730f04fa00c31/-/horizon-files-prod/ed/picture/qgqw457k/be37644c3d67c036b87ee03b4cc11c3b12a27bbc.jpg
Apparemment meublé à louer longue durée fan résidence,"Fann, Dakar",3 chambre,200.0,2200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/368ef09872cc69cb421fef0c0ebd4573/-/horizon-files-prod/ed/picture/qm5g56xj/b5bf1187042bd6ab62852a0bbc7bc34d71d862de.jpg
Mini studio à louer à ouakam,"Ouakam, Dakar",non précisé,,17500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/41857dd5e329729fcdddedd4a1ceb4f4/-/horizon-files-prod/ed/picture/qxj27em8/1be4361ef74d51aae7aaadc3935a86c5a92c0b53.jpg
Appartement meublé à louer dakar plateau,"Plateau, Dakar",2 chambre,60.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d95bc836aec54ed5bc90038302349ec3/-/horizon-files-prod/ed/picture/qng99n9g/1b7f41b9a81e243e25dedda17e00277ab04eae4e.jpg
3 chambres salon meublé à pikine,"Pikine, Dakar",3 chambre,150.0,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9258e5e5c6bc6ebb20544bbf3cae0d27/-/horizon-files-prod/ed/picture/qq42j8e4/fef19f5be0f1b5f76d97aa86ad5713342b1b33c7.jpg
"Splendide studio meublé à keur massar, dakar","Keur Massar, Dakar",1 chambre,39.0,17000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe65e8401468e5bc115695f8fde11a9e/-/horizon-files-prod/ed/picture/q9mj90nv/f6a63273eba054bb1ec645ea9121b3d0efb45022.jpg
Studio meublé à liberté 6,"Liberte 6, Dakar",2 chambre,120.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4750b462d29188f5d2a597e47dd8162f/-/horizon-files-prod/ed/picture/q4exkj5/85a56e09f0aa1e13e5f83d380d2b4aa42dd965af.jpg
Appartement meublé à louer à dakar à mermoz,"Mermoz, Dakar",2 chambre,170.0,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1bfff01c97b4467bab708625fa915f89/-/horizon-files-prod/ed/picture/qxj8jp9w/10b5ee5c5d18f06beff85f8ece75e77277da69ac.jpg
La résidence gabou,"Kedougou, Kedougou",2 chambre,180.0,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/417fc1a288f0c8372964b8289e83ded3/-/horizon-files-prod/ed/picture/q0gkkzp6/8d4e13428bd78fde182db1bca1d5c29aae2b5323.jpg
Appartement meublé entièrement équipé à louer aux mamelles,"Mamelles, Dakar",non précisé,,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/038859594b2a88e3ea4befeaf7dff070/-/horizon-files-prod/ed/picture/qj4r294r/fb9161f50d7bde474a31adf6aaf4df4473eec4a3.jpg
Très spacieux appartement avec un grand jardin,"Almadies, Dakar",2 chambre,100.0,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e6c6cf4ea0710bc5354e0988b7b2ec5/-/horizon-files-prod/ed/picture/qv4458nk/4d3baced20b11458a6780312c7c428b958ba3dc3.jpg
Appartement entier f3 climatisé spacieux et confortable,"Guediawaye, Dakar",non précisé,,18000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/30744f20c52ad65d59478d3adb3546c4/-/horizon-files-prod/ed/picture/q0gw99m8/897a8c9ea2fe3a2e44c5210d436c759313070db6.jpg
Studios meublés à louer à cité keur gorgui,"Mermoz, Dakar",non précisé,,31000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b5a562161c0bbf5121bd357138429ac3/-/horizon-files-prod/ed/picture/qr4zvdg/98c2c83cb1561e71c156b9bed3e89c78b25da0db.jpg
Dakar plateau 4rue sergent malamine,"Plateau, Dakar",non précisé,,10,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d6152a86943b144c7eb4fefd2b3e758/-/horizon-files-prod/ed/picture/q0gkk5dx/a8e1260fd0b62b20e445914fcd7eb108c0b36fc6.jpg
Appartement meublé dakar plateau,"Plateau, Dakar",non précisé,,10,https://i.roamcdn.net/hz/ed/listing-thumb-224w/39e4575b96986e6c152820782d25d964/-/horizon-files-prod/ed/picture/qq4zzg5z/3f3fbbdc81fddd9e1140a5eb90d1363beba3fafc.jpg
Point e : très lumineux f4 a saisir,"Point-E, Dakar",3 chambre,160.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/67979bb98f9a20b7865e1bd84ffa3d5f/-/horizon-files-prod/ed/picture/qq4zdggz/af138118711a85a3e9a61ab4d90d43296f4760dc.jpg
Très joli apt f3 ouakam cornich,"Ouakam, Dakar",2 chambre,120.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/334c313cb44674df968f850544b59bdd/-/horizon-files-prod/ed/picture/qv4wq6dp/561fe9398f35a663f6f98a55cb6d68f646688c00.jpg
Chambre meublée à louer ( résidence douce),"Cité Biagui, Dakar",non précisé,,22000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a09a2c5deb03bc3c5e566ff0f5b5d91c/-/horizon-files-prod/ed/picture/q8v4e6vp/5c782de0ae85c329b23c484d038d96cff47af9f2.jpg
Ref_33825_pl f2 meublé à louer au 2eme étage au plateau,"Plateau, Dakar",non précisé,,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b02a7dc43e14d461671e7fd241273d0/-/horizon-files-prod/ed/picture/qq4zz64p/03a8bc2e52ac386e6e79dc752bbef42335ec20bd.jpg
Beau studio meublé ngor-almadies,"Almadies, Dakar",non précisé,,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08a3b1ed91ef8ad005418463052d17bb/-/horizon-files-prod/ed/picture/q0g2rm4g/fe5568f4bf8b78c662e69e14918c13d5bafe228f.jpg
Ref_3306_ gl appartement meublé à louer à ouakam,"Ouakam, Dakar",non précisé,,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fbab00b98ce17f92de7fa600831a0b28/-/horizon-files-prod/ed/picture/qm500nmg/bfb8586f673e688723f16968594be90974a05a55.jpg
Studio meublé à louer à ouest foire,"Yoff, Dakar",non précisé,,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7b61a498f5a8ebe29f9045e1b78d5e6e/-/horizon-files-prod/ed/picture/migrated/qd06kgg/3a80e3f353bf1eded096dda1a6e0838d9f0b4bc6.jpg
Mangrove appartement meuble de type f2,"Cité Keur Gorgui, Dakar",non précisé,,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc205df03bb68770dabfa5c1bf9a69e4/-/horizon-files-prod/ed/picture/qde97xk0/fad03e2c662d77a4bebd008ee0707fb3be73ff78.jpg
Offre tabaski: séjournez dans le confort à prix réduit !,"Cité Keur Gorgui, Dakar",non précisé,,40000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3eedb2704e08d278ded1d218593eb2ac/-/horizon-files-prod/ed/picture/qzv88j7v/bb9a888b0ba3fe8be4f869ca151b443ebc2aebfe.jpg
Studio meublé,"Ngor, Dakar",1 chambre,65.0,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/99af1ca443af0770bce8eadb1585dd3f/-/horizon-files-prod/ed/picture/qpdmeqxv/74d68526d2753376db6c58c7bc93ad72bdf94670.jpg
Chambres meublees,"Hann Maristes, Dakar",4 chambre,4.0,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fdbaf27f8bb655b2ca2f0a2dcc3276a4/-/horizon-files-prod/ed/picture/qm50gwnd/91bdfa534bbba734fcd94ccf0dde9a702dbb5f9d.jpg
Mini studio au virage,"Virage, Dakar",1 chambre,100.0,17500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03ad6c530c6a26b1dcaa228cb171a1ec/-/horizon-files-prod/ed/picture/qxj86v4j/6a7b5a59e61e200d037c0ce0dc01cb9b1a9a030a.jpg
Appartement entièrement meublé à louer au virage,"Almadies, Dakar",non précisé,,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a2fa25fc9db480ad0820de7095dfc03a/-/horizon-files-prod/ed/picture/q9m96kx0/0339d5dbb86a91f85ab123cdda268905e3180f42.jpg
Appartement haut standing à louer,"Almadies, Dakar",non précisé,,150000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74e6e4fb216f81cb8538d1b66c195308/-/horizon-files-prod/ed/picture/qm5gqxeq/d0f926db3ad016f5b5489afa59d273507859ddff.jpg
Mini appartement 2 chambres salon au virage avec vu sur mer,"Almadies, Dakar",non précisé,,30000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c59db5cbf39c2f5b00874fc8bbe6690f/-/horizon-files-prod/ed/picture/qj4rwv86/d9bbc0934fb85e5c113b001ce37f240bb5c25cd1.jpg
Mini studio meublé à louer au mois,"Mamelles, Dakar",1 chambre,46.0,330000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/05743bd780e3065b254836a23f9f13a9/-/horizon-files-prod/ed/picture/qzv88pmd/ef5303b3d7f57d075cb5bf1af38a12cbe76ed949.jpg
Le studio meublé à louer à amitié 2,"Amitié, Dakar",non précisé,,20000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ea7deeb1cb257fde4d33b3fc014a65f5/-/horizon-files-prod/ed/picture/q2jkk72e/51d675b11cc5099739aa0d6e24c8212b1c066b23.jpg
Appartements meubles a dakar (sacre coeur 2),"Sacré-Cœur, Dakar",non précisé,,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d007b6ea1ee4f9af2d75ee25fc14369c/-/horizon-files-prod/ed/picture/q56p67ng/19d4ebab256dd510b847a4a4ad9b7a071f60a170.jpg
Daisy house,"Almadies, Dakar",non précisé,,32000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f228495046f0e47ed0e55a6306727aa/-/horizon-files-prod/ed/picture/qenvg6n6/67e115811f2b9351ac528b3504553a8738a43f7b.jpg
2 chambre salon vdn,"Vdn, Dakar",non précisé,,50000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/280e1e25bbffdb642efe4564fa58641a/-/horizon-files-prod/ed/picture/qwer2jnm/d515fced11718a204f40476f23f2c5aafc4e7133.jpg
El classimo,"Yoff, Dakar",2 chambre,80.0,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f5aafbdde35947faa6b08c484703a13/-/horizon-files-prod/ed/picture/q2jkr50q/b6a615b9d26a4eb4ae838831011ff53b0ed4f8da.jpg
Studio meublé à louer à zac mbao,"Zac Mbao, Dakar",non précisé,,135000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f999a507712099579dde11ef38f77a1d/-/horizon-files-prod/ed/picture/q6xqqdq6/be3f18c89f98752ec6c7e564e2a268b4706aaa99.jpg
Magnifique studio avec vue sur mer aux almadies,"Almadies, Dakar",non précisé,,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03b0c9d2720f90a57a275d204463e5a0/-/horizon-files-prod/ed/picture/q6xd0q6j/70048d36119e5e732a178e3b8cf71ee85643dc88.jpg
Beau studio meublé à louer à liberté 6,"Liberte 6, Dakar",non précisé,,22500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/35756f7314dc9fe29611d056044be91c/-/horizon-files-prod/ed/picture/qwep686g/1b22ec2dbb2204da3affd051af9d2619ea2fff53.jpg
"Studio à la cité cocerson, sonatel","Zac Mbao, Dakar",1 chambre,80.0,22000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/087a7133324a22ed9e3fdc7539b14e8a/-/horizon-files-prod/ed/picture/q9mjq0q8/14230b8318ee2bcef735bde2fd249f24e7105acf.jpg
F2 meublé à louer,"Fenêtre Mermoz, Dakar",non précisé,,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec7b5b80387eb6e33aff11047561610d/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q6xdg87v/277ed47650f04eb3150164ed92c4ab49826ea053.jpg
Ref_3305_pl villa meublé à louer à ngaparou – côté plage,"Ngaparou, Thiès",non précisé,,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e85196f0ccbf93e8b6ae77bdc0bc262/-/horizon-files-prod/ed/picture/q8vmmzzn/cc74c1c5f63806ffc61d6cdb135371f0e9166ae8.jpg
Appartement à louer à ngor,"Ngor, Dakar",non précisé,,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4a84f032fd8a4922e531a3823bfd572/-/horizon-files-prod/ed/picture/qwerrzzk/7e0f123f142f58a16ea73e37f6af4cf737c1285f.jpg
Charmant f4 à louer - almadies,"Almadies, Dakar",non précisé,,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e40ee8b9bbc383a35c742312253e95f/-/horizon-files-prod/ed/picture/qwerp8jz/0959b85dc46b12cd15fd9c20e3e1357bc92cd05a.jpg
